summary_n,summary_mean,summary_max,summary_top10,summary_top100,components_total,components_potency,components_novelty,components_resistance,components_qed,components_sa,quality_scaffold_diversity,quality_internal_diversity,quality_lipinski_pass,quality_novelty_vs_drugbank
20032,0.20139968202919864,0.6177757493162226,0.5720981664133552,0.5082897080658858,0.5720981662484059,0.5419723600149154,0.9888341115221391,0.9702298894515777,0.14201922509193138,0.8241210100519378,0.9470347444089456,0.9095966166286341,0.5686401757188498,1.0
